IP;ASN;{CVEs};[Ports];Time;AS_Desc
45.128.206.230;57724;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 587, 110, 143, 80, 465, 53, 25, 443, 21];2020-06-25 15:50:03;Ddos-guard Ltd
5.32.146.153;43714;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-06-25 07:16:01;Production co-operative Economic-legal laboratory
83.171.114.105;8997;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[2000, 53, 3389];2020-06-25 10:59:17;Rostelecom
91.244.252.9;31566;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[1723, 389, 5357, 445, 80, 88, 443, 3389];2020-06-25 12:22:52;SkyNetwork Ltd.
95.154.135.21;43714;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-06-25 17:42:51;Production co-operative Economic-legal laboratory
95.154.155.109;43714;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-06-25 00:48:42;Production co-operative Economic-legal laboratory
95.154.179.26;43714;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[6881, 445, 5357];2020-06-25 17:52:07;Production co-operative Economic-legal laboratory
95.154.181.202;43714;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-06-25 17:23:40;Production co-operative Economic-legal laboratory
95.154.184.57;43714;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-06-25 13:24:28;Production co-operative Economic-legal laboratory
95.154.186.29;43714;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-06-25 10:12:21;Production co-operative Economic-legal laboratory
95.154.191.94;43714;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-06-25 09:27:36;Production co-operative Economic-legal laboratory
