IP;ASN;{CVEs};[Ports];Time;AS_Desc
109.120.156.11;30968;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 445, 135];2021-03-04 21:25:23;OOO National Telecommunications
185.195.243.67;197453;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[25, 443];2021-03-04 16:12:25;Biz Telecom LLC
188.255.73.244;42610;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[80, 993, 587, 143, 8080, 8081, 25, 443];2021-03-04 16:08:03;Rostelecom
195.222.160.78;3216;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[1723, 587, 110, 80, 465, 8083, 25, 443];2021-03-04 16:04:10;Beeline
195.239.222.245;3216;{'CVE-2012-2532': 'CVE-2012-2532', 'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[443];2021-03-04 16:13:18;Beeline
195.239.243.131;3216;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[443];2021-03-04 16:03:57;Beeline
217.107.96.90;25515;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[80, 25, 443];2021-03-04 16:04:55;Rostelecom
31.193.124.202;56689;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[2000, 8291, 80, 123, 1723, 443];2021-03-04 15:55:51;Elitel Telecom Group Ltd
37.75.251.39;8324;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[5985, 81, 587, 80, 6001, 25, 443, 444];2021-03-04 16:14:10;South Ural State University
77.232.149.19;50126;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[25, 443, 5060];2021-03-04 15:47:52;OOO Teleservis
78.24.157.193;21446;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[25, 587];2021-03-04 16:00:01;SOTEL LLC
83.69.201.190;29226;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[25, 443];2021-03-04 15:48:34;JSC Mastertel
