IP;ASN;{CVEs};[Ports];Time;AS_Desc
176.215.2.111;51604;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-06-21 02:07:00;JSC ER-Telecom Holding Yekaterinburg Branch
185.43.4.163;29182;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 143, 80, 465, 21, 22, 25, 53];2020-06-21 03:46:07;JSC The First
188.94.166.198;49426;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-06-21 23:17:58;LInTeCS ltd (Laboratory of Information Technologie
46.28.227.58;42339;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389];2020-06-21 00:42:08;Chaika Telecom Petersburg Limited Company
5.252.152.213;49981;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 80, 465, 995, 53, 22, 21, 2079];2020-06-21 13:51:58;WorldStream B.V.
79.111.156.4;12714;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8080, 8291, 8001, 443, 2000, 82, 1723, 3389];2020-06-21 18:13:18;Net By Net Holding LLC
83.171.114.105;8997;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[2000, 53, 3389];2020-06-21 21:23:21;Rostelecom
95.154.139.89;43714;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-06-21 12:20:01;Production co-operative Economic-legal laboratory
95.154.159.111;43714;{'MS17-010': 'MS17-010'};[445];2020-06-21 22:39:51;Production co-operative Economic-legal laboratory
95.154.164.103;43714;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-06-21 23:16:03;Production co-operative Economic-legal laboratory
95.154.182.248;43714;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[80, 445];2020-06-21 07:29:29;Production co-operative Economic-legal laboratory
95.154.186.29;43714;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-06-21 11:46:46;Production co-operative Economic-legal laboratory
95.181.235.208;8749;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-06-21 20:26:47;JSC Redcom-Internet
