IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.18.199.74;50941;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 995, 2086, 2087, 587, 143, 80, 465, 2083, 53, 443, 21];2020-07-10 02:55:24;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
178.18.206.106;50941;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 465, 8083, 53, 22, 443, 21];2020-07-10 10:22:28;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
185.15.43.229;42807;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 995, 2086, 2095, 3306, 587, 143, 110, 111, 80, 465, 2083, 53, 22, 443];2020-07-10 11:13:28;Aerotek Bilisim Sanayi ve Ticaret
185.35.20.229;47894;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 587, 110, 143, 80, 53, 22, 25, 443, 21];2020-07-10 14:15:38;Veriteknik Bilisim Basin Ve Yayin Limited Sirketi
194.1.192.109;210107;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-07-10 03:03:19;Plusweb Sunucu Internet Hizmetleri Ticaret Limited
195.142.1.92;199484;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-07-10 14:29:18;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
195.142.134.3;199484;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[139, 5357, 445];2020-07-10 01:28:26;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
195.142.2.244;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 2086, 2087, 587, 110, 143, 80, 465, 2083, 53, 443, 21];2020-07-10 22:01:05;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
212.58.4.80;8685;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-07-10 22:33:40;Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.
213.128.74.253;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 21, 2079, 443, 53];2020-07-10 03:56:39;Radore Veri Merkezi Hizmetleri A.S.
31.186.26.131;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 21, 22, 25, 111, 443, 53];2020-07-10 23:06:03;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.110;199484;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8880, 3306, 110, 143, 80, 8401, 21, 1433, 8443, 3389, 53];2020-07-10 05:21:14;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.71;199484;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-07-10 10:32:09;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.74;199484;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-07-10 16:23:02;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.82;199484;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 21, 22, 25, 111, 443, 53];2020-07-10 03:22:51;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.207.82.133;42807;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 2079, 3306, 587, 110, 111, 80, 465, 995, 53, 143, 443, 21];2020-07-10 01:32:29;Aerotek Bilisim Sanayi ve Ticaret
31.210.74.179;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 53, 443, 21];2020-07-10 06:04:55;Radore Veri Merkezi Hizmetleri A.S.
90.158.105.102;9021;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 5800, 5900, 3389, 1433];2020-07-10 01:30:42;Is Net Elektonik Bilgi Uretim Dagitim Ticaret ve I
