IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.18.196.10;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3306, 587, 110, 143, 8880, 53, 8085, 25, 8090, 8443, 3389, 21];2020-07-12 13:09:06;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
185.35.20.229;47894;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 587, 110, 143, 80, 53, 22, 25, 443, 21];2020-07-12 20:11:40;Veriteknik Bilisim Basin Ve Yayin Limited Sirketi
193.164.5.2;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 445];2020-07-12 07:15:51;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
193.164.5.227;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[445, 3389];2020-07-12 21:57:31;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
193.164.5.233;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[445, 3389];2020-07-12 19:27:54;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
212.58.4.154;8685;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 80, 465, 995, 53, 22, 443, 21, 2079];2020-07-12 18:10:32;Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.
212.58.4.8;8685;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 80, 465, 995, 53, 22, 2096, 21];2020-07-12 14:57:43;Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.
213.128.74.252;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 995, 2086, 2087, 587, 110, 143, 80, 465, 2083, 21, 443, 53];2020-07-12 10:15:47;Radore Veri Merkezi Hizmetleri A.S.
31.186.26.131;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 21, 22, 25, 111, 443, 53];2020-07-12 16:30:17;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.134;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[587, 995, 3306, 111, 110, 143, 80, 465, 21, 22, 25, 443, 53];2020-07-12 07:41:51;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.141;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 143, 110, 111, 80, 465, 53, 22, 443];2020-07-12 16:45:34;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.142;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 587, 995, 3306, 111, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-07-12 08:07:55;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.63;199484;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-07-12 07:36:51;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.71;199484;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-07-12 15:38:26;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.74;199484;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-07-12 21:58:00;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.207.82.133;42807;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 2079, 3306, 587, 110, 111, 80, 465, 995, 53, 143, 443, 21];2020-07-12 16:40:12;Aerotek Bilisim Sanayi ve Ticaret
31.210.74.181;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2083, 2086, 2087, 80, 587, 143, 2096, 465, 995, 53, 2079, 443, 2077, 21];2020-07-12 08:02:30;Radore Veri Merkezi Hizmetleri A.S.
45.151.248.247;209853;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445, 3389];2020-07-12 20:04:19;Veridyen Bilisim Teknolojileri Sanayi ve Ticaret L
