IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.18.196.14;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8880, 8443, 3306, 587, 143, 110, 8111, 80, 8085, 25, 8090, 443, 21, 3389, 53];2020-06-25 19:32:38;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
178.18.196.83;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3306, 587, 110, 143, 8880, 21, 25, 8090, 8443, 3389, 53];2020-06-25 07:53:50;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
178.18.205.106;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8080, 587, 110, 143, 80, 53, 25, 1433, 1434, 443, 3389, 21];2020-06-25 06:57:55;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
193.164.5.5;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[139, 3389, 445];2020-06-25 16:42:08;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
193.164.5.6;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 445];2020-06-25 01:03:30;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
195.142.109.180;199484;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[8083, 445];2020-06-25 12:31:38;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
213.128.74.253;42926;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 21, 2079, 443, 53];2020-06-25 04:49:47;Radore Veri Merkezi Hizmetleri A.S.
213.144.97.67;25145;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[5357, 3389, 80, 85, 1433, 445];2020-06-25 22:19:52;Teknotel Telekomunikasyon Sanayi Ve Ticaret A.s.
31.186.26.130;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 3306, 587, 110, 111, 80, 465, 21, 25, 143, 443, 53];2020-06-25 04:45:16;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.132;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 3306, 587, 110, 143, 80, 465, 21, 22, 111, 443, 53];2020-06-25 08:59:03;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.134;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[587, 995, 3306, 111, 110, 143, 80, 465, 21, 22, 25, 443, 53];2020-06-25 04:19:25;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.135;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 111, 25, 443, 21];2020-06-25 16:48:08;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.138;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 3306, 587, 143, 110, 111, 80, 465, 53, 22, 443, 21];2020-06-25 05:52:07;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.139;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 3306, 587, 110, 111, 80, 465, 21, 22, 25, 143, 443, 53];2020-06-25 12:24:21;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.140;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 443, 3306, 587, 110, 111, 80, 465, 995, 53, 22, 25, 143, 21];2020-06-25 22:33:17;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.142;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 587, 995, 3306, 111, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-06-25 19:59:38;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.63;199484;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-06-25 09:00:47;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.82;199484;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 21, 22, 25, 111, 443, 53];2020-06-25 00:22:26;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.207.82.135;42807;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 2083, 2086, 2087, 3306, 587, 143, 110, 111, 80, 465, 995, 53, 123, 443, 2096];2020-06-25 08:37:25;Aerotek Bilisim Sanayi ve Ticaret
31.207.83.98;42807;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 2083, 2087, 3306, 587, 110, 143, 80, 465, 995, 53, 443];2020-06-25 17:49:10;Aerotek Bilisim Sanayi ve Ticaret
45.143.97.165;51540;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-06-25 20:13:22;Fikri DAL
