IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.18.196.10;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3306, 587, 110, 143, 8880, 53, 8085, 25, 8090, 8443, 3389, 21];2020-08-16 19:34:47;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
178.18.196.84;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8880, 8443, 8111, 3306, 587, 110, 143, 80, 53, 2006, 25, 8090, 443, 3389, 8085];2020-08-16 18:44:25;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
178.18.205.202;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3306, 110, 143, 80, 53, 25, 1433, 1434, 443, 3389, 21];2020-08-16 11:34:55;Vargonen Network
195.142.1.92;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2016-9963': 'CVE-2016-9963'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-08-16 11:17:57;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
212.58.4.154;8685;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2016-9963': 'CVE-2016-9963'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 80, 465, 995, 53, 22, 443, 21, 2079];2020-08-16 14:26:04;Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.
213.128.67.78;42926;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 465, 995, 21, 443, 53];2020-08-16 18:05:47;Radore Veri Merkezi Hizmetleri A.S.
31.186.26.133;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 3306, 587, 143, 110, 111, 80, 465, 53, 25, 443, 21];2020-08-16 21:38:01;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.142;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 587, 995, 3306, 111, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-08-16 22:18:34;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.135;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2016-9963': 'CVE-2016-9963'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-08-16 13:55:59;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.63;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2016-9963': 'CVE-2016-9963'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-08-16 15:25:15;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.210.74.180;42926;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[2082, 2083, 2086, 2087, 587, 110, 143, 465, 995, 53, 443, 21];2020-08-16 20:58:03;Radore Veri Merkezi Hizmetleri A.S.
37.75.13.138;199484;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-08-16 20:56:32;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
45.12.55.98;208972;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[80, 3306, 445, 53];2020-08-16 06:40:17;Gibirnet Iletisim Hizmetleri Sanayi Ve Ticaret Lim
79.98.134.219;42926;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 21, 443, 53];2020-08-16 02:29:33;Radore Veri Merkezi Hizmetleri A.S.
89.35.52.151;61135;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[5357, 3389, 445];2020-08-16 08:33:23;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
94.102.68.59;8685;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 2083, 2086, 2087, 3306, 587, 143, 111, 80, 465, 995, 53, 22, 443];2020-08-16 10:01:13;Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.
