IP;ASN;{CVEs};[Ports];Time;AS_Desc
1.186.57.131;45769;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[137, 23, 3389, 25];2020-04-30 00:21:07;D-Vois Broadband Pvt
103.121.152.6;136284;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[137, 445];2020-04-30 09:40:35;Asg Telecom Pvt Ltd
103.251.49.70;137166;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 49152, 554, 3389];2020-04-30 00:01:45;Digital Satellite Connect Pvt
103.6.187.152;133720;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[1024, 8443, 80, 82, 500, 22, 23, 25, 443, 3389];2020-04-30 13:04:18;Soft Call Cust-o-care Private Limited
111.93.128.91;45820;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[5985, 123, 3389, 2222];2020-04-30 12:09:36;Tata Teleservices Limited
114.143.240.114;17762;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[1024, 8000, 80, 82, 84, 88, 3389];2020-04-30 15:42:56;Tata Teleservices Maharashtra
115.112.146.132;4755;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 1433, 3389, 2222, 137];2020-04-30 21:10:41;Tata Communications
122.170.102.123;24560;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[8001, 5357, 445, 1434, 443, 3389];2020-04-30 22:35:27;Airtel Broadband
175.100.179.86;55352;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[5985, 389, 8008, 9001, 8010, 5357, 111, 53, 137, 3389];2020-04-30 08:04:36;Microscan Computers Private Limited
180.151.204.216;10029;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[5985, 2222, 445, 1434, 123, 3389];2020-04-30 05:00:11;Shyam Spectra Pvt
