IP;ASN;{CVEs};[Ports];Time;AS_Desc
103.109.176.62;133275;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2021-01-05 06:17:50;Pc Care Airway Infratel Private Limited
113.30.141.117;17447;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 1433, 21, 3389];2021-01-05 18:27:57;Net4India
113.30.141.41;17447;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 1433, 443, 3389, 21];2021-01-05 19:44:11;Net4India
113.30.141.73;17447;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 21, 1433, 443, 3389, 7070];2021-01-05 07:32:22;Net4India
117.215.132.105;9829;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[1723, 443, 500, 53];2021-01-05 19:58:27;BSNL
117.220.230.129;9829;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[80, 443, 1723, 53];2021-01-05 21:33:49;BSNL
117.239.87.81;9829;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[80, 1723, 443, 53];2021-01-05 19:56:33;BSNL
14.98.18.142;45820;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[10443];2021-01-05 22:41:44;Tata Teleservices ISP
182.77.56.45;24560;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[80, 1723, 443, 22];2021-01-05 17:44:45;Airtel Broadband
202.140.47.118;45769;{'MS17-010': 'MS17-010'};[80, 445];2021-01-05 09:09:14;D-Vois Broadband Pvt
