IP;ASN;{CVEs};[Ports];Time;AS_Desc
103.251.49.70;137166;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 49152, 554, 3389];2021-02-16 17:08:14;Digital Satellite Connect Pvt
103.47.65.197;133652;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 10000, 3389];2021-02-16 06:37:45;Zapbytes Technologies Pvt.
113.21.64.43;45775;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[80, 137, 445];2021-02-16 05:01:16;Wish Net Private Limited
114.79.142.230;45769;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[135];2021-02-16 10:41:18;D-Vois Broadband Pvt
117.217.127.194;9829;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[37777, 3389];2021-02-16 18:30:51;BSNL
122.185.211.218;9498;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[135, 5800, 5900, 5357, 80, 3389];2021-02-16 19:27:28;Airtel
122.252.227.50;24186;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[8080, 445];2021-02-16 16:44:27;RailTel Corporation Of India Ltd.
124.123.127.47;131269;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[3389, 5357, 445];2021-02-16 04:47:48;ACT Fibernet
183.82.37.48;24309;{'MS17-010': 'MS17-010'};[5985, 8009, 139, 9999, 80, 137, 445, 1434, 3389];2021-02-16 12:34:10;ACT Fibernet
43.224.130.206;56268;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[5357, 445, 80, 1433, 1434, 3389];2021-02-16 11:52:47;Northeast Dataa Network Pvt
49.249.242.134;45820;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[5985, 135, 8009, 8080, 22, 3389];2021-02-16 18:09:28;Tata Teleservices ISP
