IP;ASN;{CVEs};[Ports];Time;AS_Desc
101.0.74.242;55803;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[2096, 2082, 2083, 2086, 2087, 587, 993, 110, 143, 80, 465, 995, 21, 22, 8888, 8889, 443, 53];2020-06-21 22:33:59;Digital Pacific Australia
103.1.186.110;133159;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-06-21 07:20:41;Mammoth Media Pty
103.241.6.10;133382;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 8008, 110, 143, 80, 465, 53, 25, 443, 21];2020-06-21 09:34:46;The Business Doctor Nsw Pty
103.241.6.12;133382;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 8008, 110, 143, 80, 465, 53, 25, 443, 21];2020-06-21 18:47:19;The Business Doctor Nsw Pty
110.34.54.148;9290;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 21, 443];2020-06-21 11:37:39;GoHosting
119.15.105.56;38826;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 587, 110, 143, 80, 465, 21, 25, 443, 53];2020-06-21 00:51:59;Infinite Networks Pty
122.201.118.150;38719;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 995, 2086, 2087, 110, 143, 80, 465, 2083, 53, 22, 26, 443];2020-06-21 16:38:08;Dreamscape Networks Limited
202.87.22.9;45671;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 2083, 2086, 2087, 1000, 587, 110, 143, 80, 465, 995, 443, 2077];2020-06-21 22:06:27;ServersAustralia
203.98.91.93;55803;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 53, 26, 443, 21];2020-06-21 02:34:35;Digital Pacific Australia
58.162.130.32;1221;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3306, 3389];2020-06-21 08:28:35;Telstra Internet
