IP;ASN;{CVEs};[Ports];Time;AS_Desc
101.0.110.42;55803;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 53, 22, 8888, 8889, 443, 21];2020-06-28 11:14:10;Digital Pacific Australia
101.0.74.242;55803;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[2096, 2082, 2083, 2086, 2087, 587, 993, 110, 143, 80, 465, 995, 21, 22, 8888, 8889, 443, 53];2020-06-28 05:52:45;Digital Pacific Australia
101.0.75.39;55803;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 53, 22, 8889, 443, 21];2020-06-28 00:30:37;Digital Pacific Australia
103.241.6.10;133382;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 8008, 110, 143, 80, 465, 53, 25, 443, 21];2020-06-28 13:33:57;The Business Doctor Nsw Pty
103.250.23.49;55803;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 80, 465, 995, 21, 22, 443, 53];2020-06-28 12:12:19;Digital Pacific Australia
103.9.240.232;132309;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 2095, 80, 465, 995, 21, 143, 443];2020-06-28 20:34:24;6Y'S Pty
110.34.54.148;9290;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 21, 443];2020-06-28 22:49:14;GoHosting
111.118.220.134;56057;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 995, 587, 110, 143, 80, 465, 2083, 21, 443, 53];2020-06-28 22:33:41;Entity Data Pty Limited
119.15.105.56;38826;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 587, 110, 143, 80, 465, 21, 25, 443, 53];2020-06-28 01:02:01;Infinite Networks Pty
122.201.118.183;38719;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 110, 143, 80, 465, 53, 22, 26, 443];2020-06-28 14:05:17;Dreamscape Networks Limited
202.87.22.9;45671;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 1000, 587, 110, 143, 80, 465, 995, 443, 2077];2020-06-28 19:39:59;ServersAustralia
203.98.73.137;55803;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 110, 80, 465, 995, 21, 26, 443, 2077, 53];2020-06-28 19:26:57;Digital Pacific Australia
