IP;ASN;{CVEs};[Ports];Time;AS_Desc
104.156.224.178;20473;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[137, 3389];2020-03-25 08:14:58;Choopa, LLC
104.208.166.54;8075;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443, 22];2020-03-25 23:50:57;Microsoft Azure
104.211.59.49;8075;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-03-25 22:02:44;Microsoft Azure
104.225.230.234;30676;{'CVE-2020-0796': 'MS SMBv3 RCE'};[8080, 137, 5357, 21, 445];2020-03-25 13:16:26;Tullahoma Utilities Authority
104.42.155.238;8075;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-03-25 10:36:49;Microsoft Azure
104.42.223.143;8075;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443, 22];2020-03-25 05:45:14;Microsoft Azure
104.5.144.33;7018;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-03-25 20:56:10;AT&T U-verse
107.21.30.182;14618;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443, 22];2020-03-25 12:10:28;Amazon.com
108.61.2.20;20473;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3306, 587, 110, 143, 8080, 21, 1433, 25, 3389];2020-03-25 03:51:41;Choopa, LLC
12.149.180.155;7018;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-03-25 20:45:12;AT&T Services
12.18.226.133;7018;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-03-25 23:15:39;AT&T Services
12.222.170.239;16571;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-03-25 16:10:32;Kings Daughters Medical Center
12.222.170.248;16571;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-03-25 19:55:48;Kings Daughters Medical Center
12.229.140.21;7018;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-03-25 08:52:44;AT&T Services
12.231.69.28;18651;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-03-25 22:31:25;Emanuel Medical Center
128.125.253.76;47;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[8008, 443, 22];2020-03-25 18:14:14;University of Southern California
128.125.253.92;47;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[8008, 443, 22];2020-03-25 07:24:18;University of Southern California
128.177.55.235;6461;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-03-25 00:19:07;Zayo Bandwidth
