IP;ASN;{CVEs};[Ports];Time;AS_Desc
104.209.232.249;8075;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-07-25 17:47:58;Microsoft Azure
107.6.146.62;32475;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 53, 22, 443, 21];2020-07-25 12:50:36;SingleHop LLC
108.167.167.42;46606;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[2082, 995, 2086, 2087, 3306, 587, 110, 143, 80, 465, 2083, 21, 443, 53];2020-07-25 20:46:32;Unified Layer
108.174.157.9;36351;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 80, 465, 995, 21, 22, 26, 443, 53];2020-07-25 11:56:36;SoftLayer Technologies
12.8.127.36;7018;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-07-25 11:26:00;AT&T Services
13.83.94.241;8075;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-07-25 08:08:47;Microsoft Azure
136.56.41.226;16591;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[7547, 445];2020-07-25 17:22:23;Google Fiber
142.4.29.28;46606;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 53, 26, 443];2020-07-25 09:22:22;Unified Layer
143.95.238.35;62729;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 8080, 8443, 2087, 587, 110, 80, 465, 995, 53, 22, 25, 26, 443];2020-07-25 22:10:15;A Small Orange LLC
143.95.60.165;62729;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 80, 465, 995, 53, 26, 443, 21];2020-07-25 20:04:37;A Small Orange LLC
143.95.99.65;62729;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 53, 22, 26, 443];2020-07-25 09:09:48;A Small Orange LLC
155.139.188.202;25609;{'CVE-2020-5902': 'CVE-2020-5902'};[443];2020-07-25 19:20:58;Detroit Medical Center
162.144.117.181;46606;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 53, 22, 26];2020-07-25 21:31:52;Unified Layer
162.144.129.171;46606;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[2083, 2082, 443, 2086, 2087, 3306, 587, 110, 465, 995, 21, 22, 26, 123, 53];2020-07-25 04:53:26;Unified Layer
162.144.89.244;46606;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 995, 2086, 2087, 3306, 587, 110, 143, 80, 465, 53, 26, 443];2020-07-25 17:22:15;Unified Layer
165.166.79.211;2711;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-07-25 01:39:05;Spirit Communications
167.142.235.133;5056;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-07-25 05:20:25;McFarland Clinic PC
173.199.156.146;32244;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 143, 80, 465, 995, 53, 22, 26, 443, 21];2020-07-25 17:33:39;Liquid Web, L.L.C
