IP;ASN;{CVEs};[Ports];Time;AS_Desc
12.227.80.40;7018;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-03-29 20:27:37;AT&T Services
12.8.127.35;7018;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-03-29 17:24:06;AT&T Services
128.253.148.195;26;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-03-29 17:09:39;Cornell University
143.104.238.236;395139;{'MS17-010': 'MS17-010'};[445, 3389];2020-03-29 15:19:18;NewYork-Presbyterian Hospital
150.198.1.67;53352;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[80, 443];2020-03-29 19:42:43;Henry Ford Health System
150.198.1.98;53352;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[80, 443];2020-03-29 16:51:31;Henry Ford Health System
155.139.187.250;25609;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-03-29 17:06:37;Detroit Medical Center
162.210.7.174;15108;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389];2020-03-29 15:41:42;Allo Communications LLC
165.234.130.214;6263;{'CVE-2020-0796': 'MS SMBv3 RCE'};[445];2020-03-29 16:12:47;State of North Dakota
173.14.89.218;7922;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-03-29 19:41:35;Comcast Business
184.10.85.4;5650;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-03-29 15:52:25;Frontier Communications
184.182.218.162;22773;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389];2020-03-29 14:24:46;Cox Business
192.152.45.124;25845;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-03-29 15:28:34;Virginia Mason Medical Center
192.58.139.199;36525;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-03-29 16:38:06;Allegiance Health Services
198.245.192.134;3356;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[80, 443];2020-03-29 05:05:45;Level 3 Communications
198.245.192.135;3356;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[80, 443];2020-03-29 19:02:25;Level 3 Communications
198.61.170.108;19994;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3306, 443, 3389];2020-03-29 05:18:46;Rackspace Cloud Servers
199.116.137.118;36489;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[25, 443, 3389];2020-03-29 22:55:24;Netsolus.com
199.189.20.29;36431;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-03-29 13:14:10;Good Samaritan Hospital
204.14.69.19;33748;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-03-29 15:21:23;DSCI Corporation
