IP;ASN;{CVEs};[Ports];Time;AS_Desc
104.201.116.230;30036;{'CVE-2020-0796': 'MS SMBv3 RCE'};[443, 445, 21];2020-04-03 07:27:51;Mediacom Cable
107.149.213.108;54600;{'MS15-034': 'MS15-034', 'CVE-2012-2532': 'CVE-2012-2532', 'CVE-2012-2531': 'CVE-2012-2531', 'CVE-2010-3972': 'CVE-2010-3972', 'CVE-2010-1899': 'CVE-2010-1899', 'CVE-2015-1635': 'CVE-2015-1635', 'CVE-2010-1256': 'CVE-2010-1256', 'CVE-2010-2730': 'CVE-2010-2730'};[80, 3306, 21];2020-04-03 18:17:20;Peg Tech
12.229.140.21;7018;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-04-03 07:10:20;AT&T Services
12.231.69.28;18651;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-04-03 13:35:06;Emanuel Medical Center
128.253.148.200;26;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-04-03 04:28:17;Cornell University
144.121.46.77;46887;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-04-03 08:33:40;Lightower Fiber Networks I, LLC
150.198.1.102;53352;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[80, 443];2020-04-03 15:58:05;Henry Ford Health System
150.198.1.103;53352;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[80, 443];2020-04-03 01:05:08;Henry Ford Health System
150.198.1.68;53352;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[80, 443];2020-04-03 23:09:25;Henry Ford Health System
150.198.1.99;53352;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[80, 443];2020-04-03 18:03:52;Henry Ford Health System
150.198.28.11;53352;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-04-03 04:12:49;Henry Ford Health System
150.198.31.12;53352;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[443];2020-04-03 02:16:22;Henry Ford Health System
162.82.154.25;46620;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-04-03 02:43:22;William Beaumont Hospital
165.234.130.209;6263;{'CVE-2020-0796': 'MS SMBv3 RCE'};[445];2020-04-03 12:56:17;State of North Dakota
167.94.249.20;395447;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-04-03 05:18:47;HonorHealth
174.47.149.131;3549;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-04-03 21:58:27;Level 3 Communications
184.10.85.4;5650;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-04-03 01:35:06;Frontier Communications
184.177.59.54;22773;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443, 4100];2020-04-03 06:08:08;Cox Business
184.182.218.162;22773;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389];2020-04-03 12:04:30;Cox Business
198.101.238.79;33070;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 5986, 3389];2020-04-03 01:45:52;Rackspace Cloud Servers
198.7.227.11;14325;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[80, 443];2020-04-03 05:34:30;OSHEAN
198.7.227.25;14325;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[80, 443];2020-04-03 09:48:12;OSHEAN
199.101.149.163;16939;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-04-03 15:33:49;Caretech Solutions
199.164.8.27;20048;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[443];2020-04-03 15:18:07;American Medical Association
199.171.14.246;27600;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 4433, 443, 3389];2020-04-03 08:02:32;Arlington Hospital
204.80.226.232;7046;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-04-03 17:03:28;Verizon Business
207.62.99.70;2152;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-04-03 00:15:05;California State University, Office of the Chancel
208.95.190.218;15342;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-04-03 17:42:38;Delta Dental Plan Of Michigan
216.37.128.94;25663;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-04-03 12:23:24;Frontier Communications
216.83.160.90;7381;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-04-03 23:12:52;SunGard Availability Services LP
23.100.238.234;8075;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-04-03 20:29:52;Microsoft Azure
23.228.167.238;16591;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443, 500, 1723];2020-04-03 04:02:56;Google Fiber
23.249.105.179;32732;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[110, 143, 80, 25, 443, 3389];2020-04-03 15:17:50;DCT Telecom Group
24.104.55.30;7015;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-04-03 05:37:57;Comcast Business
24.44.22.138;6128;{'CVE-2020-0796': 'MS SMBv3 RCE'};[1194, 1723, 445];2020-04-03 13:22:50;Optimum Online
38.111.245.151;174;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-04-03 02:14:17;Cogent Communications
4.31.103.228;3356;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-04-03 05:15:34;Level 3 Communications
4.31.103.229;3356;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-04-03 17:40:36;Level 3 Communications
