IP;ASN;{CVEs};[Ports];Time;AS_Desc
109.75.173.234;29550;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2016-9963': 'CVE-2016-9963'};[993, 995, 3306, 587, 110, 143, 80, 465, 21, 443];2020-08-13 19:25:32;Simply Transit Ltd
129.215.108.133;786;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-08-13 18:57:20;Janet University Network
129.215.203.12;786;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-08-13 21:26:35;Janet University Network
129.215.203.124;786;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-08-13 11:56:30;Janet University Network
185.65.41.32;21396;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 995, 2086, 2087, 110, 80, 465, 2083, 443];2020-08-13 04:32:32;NetConnex Broadband Ltd.
213.123.170.118;2856;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[443, 3389];2020-08-13 08:37:26;BT
82.152.148.181;12513;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-08-13 07:55:55;Eclipse Internet
85.13.217.35;31708;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3389];2020-08-13 09:36:33;Coreix Ltd
87.113.46.70;6871;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[80, 139, 5357, 8080, 443, 445];2020-08-13 10:16:14;Plusnet
87.117.230.240;20860;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 2083, 2086, 2087, 3306, 587, 80, 465, 995, 53, 443, 21];2020-08-13 03:49:29;Iomart Cloud Services Limited
