IP;ASN;{CVEs};[Ports];Time;AS_Desc
185.17.180.246;21396;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389, 21];2020-06-26 22:28:32;Nimbus Hosting Ltd.
212.48.76.110;20738;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[110, 143, 80, 53, 25, 3389, 21];2020-06-26 04:10:03;Host Europe GmbH
46.16.214.123;48961;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[1723, 3389];2020-06-26 13:41:46;Cablecom Networking
46.32.234.70;20738;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8880, 8443, 110, 143, 80, 21, 25, 443, 3389, 53];2020-06-26 13:27:28;Host Europe GmbH
5.254.112.182;3223;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 995, 2086, 2087, 587, 110, 143, 80, 465, 2083, 53, 22, 443, 21];2020-06-26 12:47:03;Voxility LLP
62.149.42.243;6908;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-06-26 00:05:15;Six Degrees Technology Group Limited
78.31.108.251;50957;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 995, 2086, 2087, 110, 143, 80, 465, 2083, 22, 26, 443];2020-06-26 07:42:54;MEMSET Ltd
81.130.143.0;2856;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[1723, 389, 80, 8181, 25, 443, 3389];2020-06-26 16:18:20;BT
81.134.91.136;2856;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[25, 443, 3389, 4567];2020-06-26 13:19:28;BT
81.150.0.245;2856;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[25, 443, 3389, 4567];2020-06-26 23:04:47;BT
85.13.217.35;31708;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3389];2020-06-26 15:16:34;Coreix Ltd
85.92.91.40;34282;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2083, 2087, 80, 3306, 587, 110, 2096, 465, 123, 53, 22, 26, 443, 21];2020-06-26 14:06:37;UKDedicated LTD
