IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.79.164.151;63949;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[2096, 2082, 2083, 2086, 2087, 587, 80, 465, 21, 443, 444, 4949];2020-08-05 17:11:37;Linode
185.17.180.180;21396;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389, 21];2020-08-05 14:41:57;Nimbus Hosting Ltd.
185.233.184.80;205220;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 8083, 21, 22, 25, 2525, 53];2020-08-05 21:54:50;RH & Co. IT Services Ltd
188.227.181.29;20860;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 587, 110, 143, 80, 465, 2083, 53, 26, 443, 21];2020-08-05 22:00:25;Iomart Cloud Services Limited
213.123.170.118;2856;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[443, 3389];2020-08-05 21:27:11;BT
78.129.155.122;20860;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 80, 465, 995, 21, 22, 443, 53];2020-08-05 15:40:41;Iomart Cloud Services Limited
78.157.192.69;42831;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 53, 22, 443, 21, 2096];2020-08-05 22:40:34;UK Dedicated Servers Limited
81.131.53.210;2856;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[123, 80, 8081, 22, 25, 443, 3389];2020-08-05 14:06:13;BT
83.223.115.241;29017;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[2096, 995, 993, 3306, 587, 143, 80, 465, 21, 443, 2077, 53];2020-08-05 02:48:27;Gyron Internet Ltd
85.13.223.8;31708;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 465, 995, 53, 25, 26, 443];2020-08-05 22:17:55;Coreix Ltd
88.215.7.34;31655;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 554, 8080, 3000, 1723, 3389];2020-08-05 17:20:03;Gamma Telecom DSL Services
