IP;ASN;{CVEs};[Ports];Time;AS_Desc
185.17.180.110;21396;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389, 21];2020-04-02 05:08:24;Nimbus Hosting Ltd.
185.17.180.180;21396;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389, 21];2020-04-02 06:48:00;Nimbus Hosting Ltd.
185.17.183.156;21396;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389, 21];2020-04-02 04:44:00;Nimbus Hosting Ltd.
195.162.123.4;31655;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 1723, 443, 3389];2020-04-02 05:33:39;Gamma Telecom Holdings Ltd
195.21.21.36;8928;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-04-02 18:03:39;GTT Communications Inc.
213.123.170.118;2856;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[443, 3389];2020-04-02 01:54:08;BT
217.114.174.132;15830;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-04-02 23:03:30;Telecitygroup International Limited
62.31.75.101;5089;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[993, 587, 143, 80, 25, 1723, 3389];2020-04-02 10:47:26;Virgin Media Business
81.133.149.189;2856;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[1723, 9000, 7547, 80, 4567, 443, 3389];2020-04-02 00:58:04;BT
88.215.7.34;31655;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 554, 8080, 3000, 1723, 3389];2020-04-02 18:52:41;Gamma Telecom DSL Services
