IP;ASN;{CVEs};[Ports];Time;AS_Desc
109.75.173.234;29550;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 21, 443];2020-07-17 01:35:43;Simply Transit Ltd
178.79.164.151;63949;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[2096, 2082, 2083, 2086, 2087, 587, 80, 465, 21, 443, 444, 4949];2020-07-17 08:53:28;Linode
185.17.180.246;21396;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389, 21];2020-07-17 01:24:21;Nimbus Hosting Ltd.
212.48.76.110;20738;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[110, 143, 80, 53, 25, 3389, 21];2020-07-17 23:13:03;Host Europe GmbH
37.220.93.48;61323;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 3306, 587, 143, 80, 21, 22, 443];2020-07-17 13:52:46;Ukfast.net Limited
46.32.234.70;20738;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8880, 8443, 110, 143, 80, 21, 25, 443, 3389, 53];2020-07-17 00:15:01;Host Europe GmbH
78.31.108.251;50957;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 995, 2086, 2087, 110, 143, 80, 465, 2083, 22, 26, 443];2020-07-17 08:01:24;MEMSET Ltd
81.142.81.41;2856;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8080, 1723, 993, 143, 80, 8443, 25, 443, 3388, 3389];2020-07-17 12:11:26;BT
85.13.223.8;31708;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 465, 995, 53, 25, 26, 443];2020-07-17 05:18:53;Coreix Ltd
92.207.123.53;31655;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 1723, 443, 3389];2020-07-17 20:27:00;Gamma Telecom
