IP;ASN;{CVEs};[Ports];Time;AS_Desc
167.98.137.73;25180;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[554, 1723];2021-03-04 16:02:47;Exponential-e
178.23.130.59;51043;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[80, 25, 443];2021-03-04 16:13:48;Aspire Technology Solutions Ltd
185.130.92.157;203573;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[443];2021-03-04 16:05:07;Taylor Made Computer Solutions Ltd
185.130.93.182;203573;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[443];2021-03-04 15:55:39;Taylor Made Computer Solutions Ltd
185.176.175.70;16353;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[1723];2021-03-04 16:14:46;Merula Limited
185.210.116.27;204945;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[443];2021-03-04 16:07:19;D4t4 Solutions PLC
185.26.197.9;60706;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[80, 135, 9000, 137, 445, 8080, 8081, 9001, 1433, 1434, 443, 3389];2021-03-04 06:08:38;Sardegna Wifi Srl
185.3.164.195;57168;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[80, 443];2021-03-04 15:50:54;Amito Ltd
185.61.89.242;31472;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[80, 25, 443, 1723];2021-03-04 15:49:50;VoiceHost Ltd
185.65.25.134;39295;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[1723, 443, 500, 53];2021-03-04 15:57:56;Switch IP Ltd
185.66.114.182;47264;{'CVE-2021-26857': 'CVE-2021-26857', 'CVE-2021-26855': 'CVE-2021-26855', 'CVE-2021-27065': 'CVE-2021-27065', 'CVE-2021-26858': 'CVE-2021-26858'};[443, 9443];2021-03-04 15:57:14;LDeX Connect LTD
