IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.79.164.151;63949;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[2096, 2082, 2083, 2086, 2087, 587, 80, 465, 21, 443, 444, 4949];2020-06-25 12:29:15;Linode
185.17.180.230;21396;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389, 21];2020-06-25 11:52:49;Nimbus Hosting Ltd.
194.116.174.116;15510;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[80, 2082, 995, 2087, 110, 2096, 465, 2083, 22, 443];2020-06-25 06:43:28;Compuweb Communications Services Limited
212.74.4.125;4589;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[1723, 3389];2020-06-25 02:09:50;Interoute Managed Services UK Limited
5.148.125.67;25180;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-06-25 10:37:09;Exponential-e
81.187.1.130;20712;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[9098, 139, 9100, 9106, 9595, 445];2020-06-25 00:16:03;Andrews & Arnold Ltd
85.13.223.8;31708;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 465, 995, 53, 25, 26, 443];2020-06-25 20:19:21;Coreix Ltd
85.92.91.109;34282;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 995, 2086, 2087, 2083, 3306, 587, 110, 2095, 80, 465, 123, 21, 22, 26, 143, 443, 53];2020-06-25 19:50:47;UKDedicated LTD
85.92.91.89;34282;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 995, 2086, 2087, 3306, 587, 110, 143, 80, 465, 2083, 53, 22, 26, 123, 443, 21];2020-06-25 03:13:31;UKDedicated LTD
86.128.188.112;2856;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[10243, 445];2020-06-25 13:10:13;BT
