IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.79.164.151;63949;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[2096, 2082, 2083, 2086, 2087, 587, 80, 465, 21, 443, 444, 4949];2020-08-11 23:13:15;Linode
194.116.174.115;15510;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[2083, 2087, 7080, 110, 80, 465, 995, 21, 22, 443];2020-08-11 10:35:57;Compuweb Communications Services Limited
46.16.214.123;48961;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[1723, 3389];2020-08-11 16:30:01;Cablecom Networking
78.31.108.251;50957;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 995, 2086, 2087, 110, 143, 80, 465, 2083, 22, 26, 443];2020-08-11 02:39:46;MEMSET Ltd
81.131.53.210;2856;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[123, 80, 8081, 22, 25, 443, 3389];2020-08-11 07:03:05;BT
81.133.149.189;2856;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[1723, 9000, 7547, 80, 4567, 443, 3389];2020-08-11 00:35:12;BT
83.223.115.241;29017;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[2096, 995, 993, 3306, 587, 143, 80, 465, 21, 443, 2077, 53];2020-08-11 02:04:47;Gyron Internet Ltd
85.13.223.8;31708;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 465, 995, 53, 25, 26, 443];2020-08-11 20:40:53;Coreix Ltd
93.113.111.146;21396;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 995, 2086, 2087, 587, 110, 111, 80, 2083, 21, 22, 143, 443];2020-08-11 01:59:30;NetConnex Broadband Ltd.
94.46.223.158;42831;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 53, 22, 443, 2096, 21];2020-08-11 20:01:07;UK Dedicated Servers Limited
