IP;ASN;{CVEs};[Ports];Time;AS_Desc
172.111.150.44;25369;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[32400, 8080, 5555, 445, 1723];2020-06-19 05:21:51;Hydra Communications Ltd
178.79.164.151;63949;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[2096, 2082, 2083, 2086, 2087, 587, 80, 465, 21, 443, 444, 4949];2020-06-19 06:19:47;Linode
188.227.181.29;20860;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 587, 110, 143, 80, 465, 2083, 53, 26, 443, 21];2020-06-19 21:43:19;Iomart Cloud Services Limited
195.99.222.119;2856;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-06-19 07:59:16;BT
46.16.214.123;48961;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[1723, 3389];2020-06-19 04:31:57;Cablecom Networking
78.129.155.122;20860;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 80, 465, 995, 21, 22, 443, 53];2020-06-19 12:19:47;Iomart Cloud Services Limited
81.150.0.245;2856;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[25, 443, 3389, 4567];2020-06-19 01:16:29;BT
83.223.107.62;29017;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 2096, 110, 143, 80, 465, 53, 26, 443, 21];2020-06-19 04:39:56;Gyron Internet Ltd
85.92.91.109;34282;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 995, 2086, 2087, 2083, 3306, 587, 110, 2095, 80, 465, 123, 21, 22, 26, 143, 443, 53];2020-06-19 21:26:38;UKDedicated LTD
88.215.7.34;31655;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 554, 8080, 3000, 1723, 3389];2020-06-19 11:40:34;Gamma Telecom DSL Services
89.197.9.134;47474;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[25, 1723, 3389];2020-06-19 09:16:06;Virtual1 Limited
93.152.83.90;8190;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389, 8443];2020-06-19 04:55:50;MDNX Internet Limited
