IP;ASN;{CVEs};[Ports];Time;AS_Desc
177.100.198.245;28573;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3306, 3389];2020-04-16 17:39:51;Claro NET
177.131.13.127;262375;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[443, 137, 445, 80, 21, 7547, 3389];2020-04-16 14:54:08;Data Info Comercio e Servico Ltda.
177.135.180.3;18881;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3050, 3389];2020-04-16 01:26:28;Vivo
177.201.216.37;8167;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-04-16 03:00:00;Oi Internet
177.99.168.146;18881;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[5060, 80, 37777, 22, 23, 3389];2020-04-16 07:35:33;Vivo
179.225.235.244;26599;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-04-16 16:26:47;Vivo
187.2.125.157;28573;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3388];2020-04-16 16:42:13;Claro NET
187.66.204.96;28573;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-04-16 12:52:24;Claro NET
187.72.7.17;16735;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-04-16 07:17:28;Algar Telecom
189.127.15.14;27693;{'CVE-2020-0796': 'MS SMBv3 RCE'};[80, 8081, 8080, 445];2020-04-16 19:00:56;NipCable do Brasil Telecom LTDA
189.41.233.74;53006;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[2000, 7547, 3389];2020-04-16 20:05:25;Algar Telecom
200.205.21.202;10429;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[2000, 80, 443];2020-04-16 05:15:55;Vivo
201.76.217.76;28653;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 25, 3389, 53];2020-04-16 06:39:34;Wireless Internet S.A.
201.81.203.63;28573;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-04-16 20:14:00;Claro NET
45.65.159.33;266257;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8090, 3389];2020-04-16 21:26:55;Leste Telecom
