IP;ASN;{CVEs};[Ports];Time;AS_Desc
177.103.138.222;27699;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[443, 1723, 53];2021-01-05 19:06:04;Vivo
186.209.35.3;53158;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[554, 1723, 443];2021-01-05 18:06:47;Net Turbo Telecom
186.236.78.92;27693;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[3389, 5357, 135];2021-01-05 07:21:48;NipCable do Brasil Telecom LTDA
187.51.4.10;10429;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[500];2021-01-05 17:38:24;Vivo
187.92.150.186;10429;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[1723, 443, 500, 53];2021-01-05 18:48:29;Vivo
189.10.242.138;8167;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[1723, 500, 443];2021-01-05 23:10:18;Oi Internet
200.225.238.49;16735;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[49152, 443, 1723, 53];2021-01-05 19:43:48;Algar Telecom
201.48.188.25;16735;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[1723, 500];2021-01-05 14:56:24;Algar Telecom
201.52.75.29;28573;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[500];2021-01-05 17:00:58;Claro NET
201.76.161.162;17222;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[80, 443, 5060, 53];2021-01-05 21:26:36;Mundivox Ltda
201.90.148.147;4230;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[8080, 554, 443, 500, 44818];2021-01-05 17:35:51;Claro S.A.
45.171.117.71;268743;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[2000, 137, 123, 3389];2021-01-05 15:51:50;Sociedade Campineira De Educacao E Instrucao
