IP;ASN;{CVEs};[Ports];Time;AS_Desc
143.202.72.185;53081;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-05-20 18:29:50;Netjacarei Telecon Ltda
177.100.198.245;28573;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3306, 3389];2020-05-20 11:02:50;Claro NET
179.104.249.10;53006;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[7547, 3389];2020-05-20 23:03:51;Algar Telecom
187.16.136.54;28254;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[2000, 8291, 1723, 3389];2020-05-20 22:12:15;Arganet Comunicação e Monitoramento Digital Ltda
189.115.159.58;18881;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[9000, 3389];2020-05-20 04:51:35;Vivo
191.182.98.48;28573;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[5985, 3389];2020-05-20 15:51:55;Claro NET
191.193.50.41;27699;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-05-20 20:07:12;Vivo
191.55.134.80;53006;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8081, 4443, 7547, 3389];2020-05-20 14:30:01;Algar Telecom
200.186.54.253;3549;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[21, 3389];2020-05-20 23:57:20;Level 3 Communications
201.63.194.183;10429;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-05-20 05:53:49;Vivo
