IP;ASN;{CVEs};[Ports];Time;AS_Desc
177.10.40.66;263012;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-04-17 03:22:47;Unimed Belem-cooperativa De Trabalho Medico
177.100.198.245;28573;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3306, 3389];2020-04-17 04:18:55;Claro NET
177.185.8.196;52925;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3389];2020-04-17 14:07:42;Ascenty Data Centers e Telecomunicações S/A
177.204.34.243;18881;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-04-17 13:21:05;Vivo
179.185.31.236;18881;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[8080, 10443, 4100, 443];2020-04-17 11:46:27;Vivo
186.192.129.210;22356;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 8554, 2022, 137, 3306, 23, 8080, 8083, 21, 1433, 25, 8090, 443, 3389];2020-04-17 20:12:55;Durand do Brasil Ltda
189.101.116.148;28573;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 22, 631];2020-04-17 15:41:22;Claro NET
189.127.15.35;27693;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 53];2020-04-17 06:39:28;NipCable do Brasil Telecom LTDA
191.33.230.74;18881;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8080, 8081, 3389, 2222];2020-04-17 19:08:05;Vivo
201.68.190.61;27699;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[7547, 3389];2020-04-17 18:02:42;Vivo
