IP;ASN;{CVEs};[Ports];Time;AS_Desc
167.250.67.94;265204;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[9000, 5353, 554, 22, 8090, 3389];2020-06-24 03:22:37;Linkfire Telecom Ltda
177.106.237.3;53006;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[7547, 3389];2020-06-24 00:36:16;Algar Telecom
177.201.219.55;8167;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 23];2020-06-24 08:53:31;Oi Internet
177.74.255.25;263653;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[2000, 1433, 8291, 3389];2020-06-24 06:01:00;Costa Esmeralda Net Ltda Me
179.244.94.245;26599;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-06-24 15:50:21;Vivo
187.2.120.85;28573;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3388];2020-06-24 13:22:13;Claro NET
187.72.7.17;16735;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-06-24 11:53:53;Algar Telecom
187.95.18.39;53081;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[137, 445];2020-06-24 22:04:19;Netjacarei Telecon Ltda
191.209.110.134;27699;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8000, 80, 3389, 23];2020-06-24 11:15:32;Vivo
191.242.58.21;263472;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-06-24 15:56:41;Allconnect Tecnologia Ltda Me
200.231.18.62;4230;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8080, 993, 587, 143, 80, 465, 53, 25, 443, 3389, 21];2020-06-24 01:36:29;Claro S.A.
200.231.18.99;4230;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 993, 587, 143, 8080, 465, 53, 25, 443, 3389, 21];2020-06-24 23:31:26;Claro S.A.
45.170.56.50;268148;{'MS17-010': 'MS17-010'};[8080, 137, 445, 80];2020-06-24 09:00:06;AccessLink Telecom
