IP;ASN;{CVEs};[Ports];Time;AS_Desc
177.107.115.145;53065;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-06-25 10:42:31;Opcao Telecom
177.16.226.177;10429;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[123, 3389];2020-06-25 02:05:04;Vivo
177.223.7.240;52699;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8443, 137, 80, 8009, 443, 3389];2020-06-25 00:55:27;ITANET
186.214.254.219;10429;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[37777, 3389];2020-06-25 12:22:32;Vivo
189.101.116.148;28573;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 22, 631];2020-06-25 11:11:54;Claro NET
189.13.182.218;7738;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3388, 3389];2020-06-25 14:04:21;Oi Velox
189.68.4.245;27699;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-06-25 18:15:17;Vivo
191.187.225.177;28573;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[9000, 1433, 9002, 3389, 80];2020-06-25 17:02:01;Claro NET
201.28.36.186;10429;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[2000, 161, 8291, 3389, 21];2020-06-25 07:22:34;Vivo
201.68.188.27;27699;{'CVE-2019-1652': 'CVE-2019-1652', 'CVE-2019-1653': 'Cisco WAN VPN Router unauth access'};[1723, 8081, 5443, 443, 53];2020-06-25 19:22:57;Vivo
