IP;ASN;{CVEs};[Ports];Time;AS_Desc
177.135.180.3;18881;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3050, 3389];2020-08-16 18:23:32;Vivo
177.16.238.16;18881;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 2000, 3389];2020-08-16 17:05:31;Vivo
177.80.29.198;28573;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[5432];2020-08-16 21:40:12;Claro NET
179.99.75.143;27699;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[7547, 3389];2020-08-16 04:19:25;Vivo
187.108.193.153;53107;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2016-9963': 'CVE-2016-9963'};[2082, 2083, 2086, 2087, 3306, 587, 80, 465, 53, 443];2020-08-16 19:04:23;EVEO Servicos de Internet Ltda.
187.21.238.6;28573;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3389];2020-08-16 17:27:39;NET Virtua
187.95.29.4;53081;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[9001, 1883, 3389];2020-08-16 15:49:25;Netjacarei Telecon Ltda
191.251.22.164;18881;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 554, 3389];2020-08-16 21:58:18;Vivo
191.54.10.14;53006;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[9000, 554, 7547, 3389];2020-08-16 04:04:35;Algar Telecom
200.0.62.33;61760;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3389, 8087];2020-08-16 19:37:01;JSL S/A
201.68.188.177;27699;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-08-16 15:40:04;Vivo
201.82.4.29;28573;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[1723, 8181];2020-08-16 21:01:23;Claro NET
