IP;ASN;{CVEs};[Ports];Time;AS_Desc
110.77.135.71;131090;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[2000, 8291, 554, 8080, 1723, 3389];2020-06-21 17:17:38;CAT Telecom public company Ltd
119.110.206.234;24218;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3306, 3389, 21];2020-06-21 13:07:24;Symphony Communication
119.59.103.198;56067;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-06-21 15:04:11;MetraByte
14.207.126.66;45629;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8080, 3389];2020-06-21 15:39:34;3BB Broadband
203.151.157.1;4618;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[80, 995, 389, 8009, 3306, 587, 110, 2222, 111, 8080, 11211, 4949, 22, 25, 443, 21, 53];2020-06-21 08:20:50;Internet Thailand Company Limited
203.154.220.37;4618;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2083, 2087, 110, 143, 80, 465, 53, 22, 443, 21];2020-06-21 18:54:14;Internet Thailand Company Limited
203.154.222.35;4618;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[1433, 3389];2020-06-21 10:11:56;Internet Thailand Company Limited
27.254.172.176;9891;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 3306, 587, 110, 143, 80, 53, 22, 25, 443, 21];2020-06-21 02:28:07;CS LoxInfo
27.254.82.170;9891;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 161, 81, 2121, 110, 143, 80, 465, 123, 53, 25, 26, 443];2020-06-21 15:11:35;CS LoxInfo
49.49.196.136;45629;{'CVE-2019-1652': 'CVE-2019-1652', 'CVE-2019-1653': 'Cisco WAN VPN Router unauth access'};[10443, 500, 1723];2020-06-21 23:04:12;3BB Broadband
