IP;ASN;{CVEs};[Ports];Time;AS_Desc
119.110.206.234;24218;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3306, 3389, 21];2020-06-23 21:47:55;Symphony Communication
119.42.71.105;131090;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[2000, 7547, 80, 81, 53, 443, 3389];2020-06-23 20:08:57;CAT Telecom public company Ltd
119.59.103.198;56067;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-06-23 12:56:31;MetraByte
171.96.229.181;17552;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[81, 3389, 21];2020-06-23 18:06:29;True Internet
171.97.9.100;17552;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[2000, 9000, 3388, 3389, 88];2020-06-23 17:56:07;True Internet
183.89.30.88;45758;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[8080, 5900, 445];2020-06-23 23:50:12;3BB Broadband
203.151.232.67;4618;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[10000, 995, 993, 80, 3306, 587, 110, 8080, 8081, 53, 25, 443, 21];2020-06-23 04:10:12;Internet Thailand Company Limited
210.86.170.58;7470;{'CVE-2019-1652': 'CVE-2019-1652', 'CVE-2019-1653': 'Cisco WAN VPN Router unauth access'};[81, 443, 500, 1723, 10443];2020-06-23 07:41:48;True Internet
210.86.172.142;7470;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8000, 8443, 8008, 500, 53, 443, 3389];2020-06-23 03:46:33;True Internet
223.204.90.197;45629;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8000, 3389, 22, 23];2020-06-23 01:51:11;3BB Broadband
27.254.41.183;9891;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 465, 3306, 587, 110, 143, 80, 81, 53, 25, 443, 21];2020-06-23 20:36:08;CS LoxInfo
