IP;ASN;{CVEs};[Ports];Time;AS_Desc
103.40.117.23;133751;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 123, 8081, 80, 3306, 587, 110, 143, 8080, 465, 53, 22, 25, 443, 21];2020-06-22 22:10:56;Pacific Net Venture Co.
110.77.135.71;131090;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[2000, 8291, 554, 8080, 1723, 3389];2020-06-22 06:45:56;CAT Telecom public company Ltd
118.173.99.63;23969;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[7547, 3389, 53];2020-06-22 12:00:56;TOT
119.110.206.232;24218;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3306, 443, 3389, 21];2020-06-22 08:28:55;Symphony Communication
119.42.70.239;131090;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[80, 82, 53, 445];2020-06-22 12:07:17;CAT Telecom public company Ltd
119.59.98.11;56067;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 123, 443, 21];2020-06-22 16:01:46;MetraByte
171.97.9.100;17552;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[2000, 9000, 3388, 3389, 88];2020-06-22 23:38:39;True Internet
223.204.156.20;45629;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8081, 3389];2020-06-22 02:57:18;3BB Broadband
49.49.192.179;45629;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[1433, 3389, 37777];2020-06-22 13:05:05;3BB Broadband
49.49.195.62;45629;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8081, 3389, 53];2020-06-22 17:27:34;3BB Broadband
61.19.80.98;9931;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[902, 137, 3306, 5357, 80, 22, 443, 445];2020-06-22 04:47:09;CAT Telecom
