IP;ASN;{CVEs};[Ports];Time;AS_Desc
1.10.234.252;23969;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[7547];2020-06-30 01:15:55;TOT
1.179.208.170;131293;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 81, 554, 3389, 37777];2020-06-30 12:40:02;TOT
101.108.28.178;23969;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[443];2020-06-30 15:39:16;TOT
119.110.206.232;24218;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3306, 443, 3389, 21];2020-06-30 13:37:29;Symphony Communication
119.59.116.31;56067;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 587, 110, 143, 80, 465, 53, 22, 443, 21];2020-06-30 21:01:26;MetraByte
125.24.206.247;23969;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[10554, 443, 7547];2020-06-30 20:09:29;TOT
125.25.197.135;23969;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[9000];2020-06-30 11:52:17;TOT
125.27.10.45;23969;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8081, 8083, 3389, 8053];2020-06-30 08:16:38;TOT
183.89.51.250;45629;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[8000, 37777, 554];2020-06-30 16:40:56;3BB Broadband
203.151.107.218;4618;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[5985, 8008, 137, 80, 21, 25];2020-06-30 15:39:09;Internet Thailand Company Limited
203.151.157.1;4618;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[80, 995, 389, 8009, 3306, 587, 110, 2222, 111, 8080, 11211, 4949, 22, 25, 443, 21, 53];2020-06-30 17:08:45;Internet Thailand Company Limited
223.204.156.136;45629;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[5000];2020-06-30 01:53:21;3BB Broadband
27.254.137.164;9891;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 587, 110, 80, 465, 21, 22, 25, 443];2020-06-30 00:56:31;CS LoxInfo
